Source,Target,Gen_comp,ChrF,Cos_sim_t5,Gen_comp1,Gen_comp2
Sharon stand in fronts classes go.,Sharon standing in front of the class going.,Sharon stands in front of the class go.,74.76328001541643,0.9712843,Sharon stands in front of the class going.,Sharon stands in front of the class.
I always make sure i have a fivehundreddollar balance.,So i always make sure i have a minimum fivehundreddollar balance.,I always make sure i have a fivehundreddollar balance.,78.75828534813967,0.9550605,I always make sure i have a fivehundreddollar balance.,I always make sure i have a fivehundreddollar balance.
It be that i need money it be galleria.,It is not that i needed money it is the galleria.,It is that i need money it is a galleria.,66.75349308486527,0.9013065,It is that i need money it is galleria.,It is that i need money for it is galleria.
I do not even bother.,I just do not even bother.,I do not even bother.,76.87888081894154,0.9809768,I do not even bother.,I do not even bother to.
This smell like garbage it be.,This smells like guayaquil this smells like rotten garbage it is.,This smells like garbage it is.,46.57217655068699,0.91208434,This smells like garbage it is.,This smells like garbage it is.
Because i figure.,Because i figure.,Because i figure.,100.0,0.9999999,Because i figure.,Because i figure.
But uh spirit liberties do work way.,But uh holy spirit liberty does not work that way.,But uh spirit liberties do work this way.,48.09814596601535,0.80783796,But uh spirit liberties do work way.,But uh spirit liberties do work in the way.
Reach way those.,Reach way like this.,Reached way to that.,27.163820656467713,0.889746,Reached way up there.,Reached way to the other.
One from top look guy who be oba skit.,One from the top looks like a guy who was in the oba skit.,One from the top looks like a guy who is oba skit.,78.03324950447225,0.96258783,One from top look guy who is oba skit.,One from the top look guy who is oba skit.
You say chicken.,You said chicken.,You say chicken.,62.34968389306144,0.9521105,You say chicken.,You just say chicken.
No he does get lunch.,No otherwise he does not get lunch.,No he does not get lunch.,64.44397587440804,0.9110688,No he does not get lunch.,No he does not get lunch.
Need my coffee.,Need my coffee.,Need my coffee.,100.0,1.0,Need my coffee.,Need my coffee.
Of defeats purpose of getting morning.,Kind of defeats the purpose of getting up in the morning.,Of defeats the purpose of getting to the morning.,76.38368221370561,0.9395045,Of defeats the purpose of getting up early.,Of defeating the purpose of getting up at the morning.
Demand he go resource rooms.,Demanded he go into the resource room.,Demand he go to the resource room.,73.57760107807513,0.9353043,Demand he go to the resource room.,Demand he go to the resource rooms.
Well then i do understand you like rita.,Well then i do not understand why you like rita.,Well then i do not understand you like rita.,86.09299625623683,0.9842112,Well then i do not understand you like rita.,Well then i do not understand you like rita.
Then we have distribute it.,Then we have to distribute it.,Then we have to distribute it.,100.0,0.99999964,Then we have to distribute it.,Then we have to distribute it.
Boys he be supposed be awesome.,That boy he is supposed to be awesome.,Boys he is supposed to be awesome.,78.63840113124164,0.96699953,Boys he is supposed to be awesome.,Boys he is supposed to be awesome.
But she get five or six book,But she got about five or six books and a bunch of cd's apparently frank sinatra.,But she got five or six books.,34.33015611113223,0.88508636,But she got five or six books.,But she got five or six books out of that.
Escapades they think.,The little escapades they all think of.,Escapades they think.,43.283359425804235,0.8208661,Escapades they think.,Escapades they think.
Do not tell me.,Does not even tell me.,Do not tell me.,39.736291182520254,0.8324386,Do not tell me.,Do not tell me.
I do not want do that.,I do not want to do that.,I do not want to do that.,100.0,1.0000002,I do not want to do that.,I do not want to do that.
Well it sound like there you would be.,Well it sounds like there you would not be though.,Well it sounds like there you would be.,73.86034956099118,0.88058525,Well it sounds like there you would be.,Well it sounds like there you would be there.
And it is gear according that.,And it is geared according to that.,And it is gear according to that.,83.79241775132304,0.9273276,And it is gear according to that.,And it is geared according to that.
They are tell you that.,They are telling you that why.,They are not telling you that.,71.0277150385846,0.7909577,They are telling you that.,They are telling you that.
Which faces ways.,Which faces out this way.,Which faces the way.,53.05524825294287,0.952684,Which faces the way.,Which faces the other way.
Let me try respond his question sir.,Let me try to respond to your question sir.,Let me try to answer his question sir.,55.15052827221453,0.95611334,Let me try to answer his question sir.,Let me try to answer his question sir.
Phones number way is.,The phone number by the way is.,Phones number the way is.,52.31861746396199,0.9025928,Phone number the way is.,Phones number way is.
I say why do you.,So i said well why do not you.,I said why do you.,32.76378696140373,0.90864766,I said why do you.,I said why do you.
He start stop.,He just started stop.,He started to stop.,48.19396897193961,0.9277942,He started to stop.,He started to stop.
It does matter.,It does not matter.,It does not matter.,100.0,1.0000001,It does not matter.,It does not matter.
Where be these i be going take it.,Where was this i am going to take it off.,Where is this i am going to take it.,73.25392697724455,0.85364586,Where is this i am going to take it.,Where is this i am going to take it.
Except few that refuse.,Except for a few that refused.,Except for a few that refuse.,92.55265099880873,0.95651996,Except for a few that refuse.,Except for the few that refuse.
He speak fluent.,He speaks fluent german.,He speaks fluently.,65.47142562620408,0.89666915,He speaks fluently.,He speaks fluently.
And i say.,And i said fine.,And i say.,36.142990452314365,0.8159243,And i say.,And i said.
And humanistic thinkings will consent this is brendler ob.,And then humanistic thinking will never consent this is brendler now ob.,And humanistic thinking will consent this is brendler ob.,71.06679305224094,0.8492025,And humanistic thinking will consent this is brendler ob.,And humanistic thinking will consent that is brendler ob.
Get a coughs.,Just got a cough.,Get a cough.,50.1465001629083,0.9098151,Get a cough.,Get a a cough.
I have seen him this week.,I have not seen him this week.,I have seen him this week.,75.72290736770455,0.88231194,I have seen him this week.,I have seen him this week.
You have been pat areas.,You have been very nice to pat in the literary area.,You have been patting the areas.,35.76711672097084,0.79216015,You have been patting in the area.,You have been patting in the area.
