,Source,Target,Gen_comp,ChrF,Cos_sim_t5,Gen_comp1,Gen_comp2
1496,Well we get sixhundred dollars month.,Well we get sixhundred dollars a month.,We are happy with that.,9.457600909283634,0.7283551,We are rich.,We are happy with it.
1497,Yeah there is three lake there.,Yeah there is a three lakes up there.,It's a great place to go fishing.,12.591427145676173,0.7749277,There is three lakes there.,It's a great place to go hiking.
1500,You know workers themselves it be.,You know for the workers themselves it is like.,You know workers themselves it be.,61.89353460070779,0.9231243,You know workers themselves it be.,"You know, workers themselves it be."
1501,Let me move dish into the sink.,Let me cut some more off let me move these dishes into the sink.,I can't get it out of the way.,8.510145976448953,0.70545137,I can't get it out of there.,I can't get it out of the way now.
1502,I think i be concerned about its getting and.,I think i was concerned about your getting there and back.,I think i be concerned about its getting and.,50.986711371579965,0.8098068,I think i be concerned about it getting and.,I think i be concerned about it getting and.
1505,So you have to play diamond.,So you have to play a diamond.,You can't play a diamond if you have a spade.,59.75227696897652,0.78367525,You can't play a diamond if you have a heart.,You can't play diamond if you're playing hearts.
1508,And they be and the base statue is crumbling.,And they are and the whole base of the statue is crumbling.,And they be and the base statue is crumbling.,63.415397220050274,0.9719938,And they be and the base statue is crumbling.,And they be and the base of the statue is crumbling.
1509,And day i kept tfour kids after school.,And on the last day i kept tfour kids after school.,I had a lot of fun playing with them.,13.933085224564904,0.7000538,I had a lot of fun.,I had a lot of work that day.
1510,Well let us think about what be happene ball.,Well let us think now about what is happening to this ball.,Well let us think about what be happene ball.,54.89074324348376,0.92674935,Well let us think about what be happene ball.,Well let us think about what be happene ball.
1512,You do remember name people you bought her.,You do not remember the name of the people you bought her from.,You do remember name people you bought her.,57.04793236006336,0.90604174,You do remember the name people you bought her.,You do remember name people you bought her?
1513,And i got all these great youms photographs ums.,And i got all these great youm photographs of like um.,and i got all these great youms photographs ums.,72.57824990045117,0.9867964,and i got all these great youms photographs.,and i got all these great youms photographs youms.
1515,But not everybody has agree implication.,But not everybody has agreed with that implication.,But not everybody has agree implication.,75.33707331602122,0.94679755,But not everybody has agree implication.,But not everybody has agree consequence.
1518,I do know what i be going end with.,I do not know what i am going to end up with here.,I do know what i be going end with.,37.99128360577685,0.8329396,I do know what i be going end with.,I do know what i be going to end with.
1521,You know and that get s shock.,You know and then that gets a little shock.,You know and that get s shock.,58.75726713620557,0.95269305,You know and that get s shock.,You know and that get s a shock.
1528,So that you are curved way.,So that you are curved way up.,So that you are curved way.,88.30319943785193,0.9323287,So that you are curved way.,So that you are curved way.
1529,Mister collins may not like that.,Now mister collins may not like that.,Mister collins is a bit of a prude.,37.63946199469608,0.8647777,Mister collins is very sensitive.,Mister collins is a bit of a jerk.
1530,And try make their life work.,And try to make our life work together.,They are able to make a living.,19.811100243415822,0.6770631,They are able to make it work because they have faith in God.,They are able to make it work because they have faith.
1532,It is one long go flus things.,It is just one of these long going flu things.,It is one long go flus things.,40.659241487779525,0.87762535,It is one long go flus things.,It is a long go flus things.
1534,Alright now i am go go shoot it here.,Alright now i am just go going to shoot it to here.,I am going to shoot it here.,42.287257307797816,0.9049674,I am going to shoot it here.,I am going to shoot it in the grass.
1536,Henry even though those has happen.,Marries henry even though all this has happened.,Henry is still sad about them.,14.292741971908455,0.72974,Henry is still a very happy person.,Henry is still a very sad person.
1537,And i think i think yoyou picked up.,And i think i think uh yoyou picked up some.,I think i think yoyou picked up.,61.96477250241868,0.9542394,I think i think yoyou picked up.,I think i think yoyou picked up.
1540,I know we have do one that.,I know we have never done one like that.,I know we have to do one that.,47.2361729550648,0.7188475,I know we have to do one that.,I know we have to do one.
1543,It be nice see you fran.,It is nice to see you fran.,I be glad to see you fran.,58.60296113789821,0.9402282,I be glad to see you.,I be glad to see you too.
1545,But them can not carry very stones.,But some of them cannot carry very many stones.,Stones are heavy.,13.010858237836604,0.85561585,They are too heavy.,Stones are too heavy.
1546,Give the person who are make money breaks.,Give the people who are not making the money a break.,The person who are making money need breaks.,36.324104846897,0.8595215,Give them a break.,The person who are making money need to rest.
1548,Do you have a ums use for red peppers.,Do you have a particular um use for the red peppers.,You can use them to make ketchup.,11.640994196003598,0.81515807,You can use them to make a spicy salsa.,You can use them to make a spicy chile sauce.
1549,About it and lots the kid mentioned ana.,About it and a lot of the kids mentioned ana.,Ana is a girl.,5.394412489728842,0.8589847,Ana is a girl name.,Ana is a girl who likes to read.
1558,And i am going get full then.,And i am going to get full then hunh.,I am going to eat some food.,29.175793383752968,0.87257266,I am going to eat.,I am hungry.
1563,Uhs let us see here kays one ten.,The uh let us see here the kay one ten.,Uhs let us see here kays one ten.,57.74505590124501,0.9768717,Uhs let us see here kays ten.,Uhs let us see here kays two ten.
1564,It be like six dollars month.,It is like six dollars a month.,It be like six dollars a month.,84.14654307045612,0.9852983,It be like six dollars month.,It be like six dollars a year.
1565,So penguin comes land and let us start again.,So the penguin comes up on land and let us start again.,The penguin lands on the ground.,29.47867634794766,0.80272907,The penguin lands on the beach.,The penguin lands on the ground and we start again.
