Source,Target,Gen_comp,ChrF,Cos_sim_t5,Gen_comp1,Gen_comp2,Total_ChrF
So i will call you and tell you.,So i will call all of you and tell you.,So i will call you and tell you.,74.95273958798039,0.9388448,So i will call you and tell you.,So i will call you and tell you.,100.0
I wiped it on my jackets.,No i wiped it off on my jacket.,I wiped it off my jacket.,66.72409098804974,0.96208763,I wiped it off my jacket.,I wiped it off on my jacket.,84.58001755864662
It is pretty goodsized areas right.,It is a pretty goodsized area right here.,It is pretty goodsized right here.,70.36454957169391,0.9628916,It is pretty goodsized right.,It is pretty goodsized right.,95.19748167264383
There i there be a lot coalitions building.,Alright so there i there is a lot of coalition building.,There i there are a lot of coalitions building.,63.30204429139336,0.95670485,There i there are a lot of coalitions building.,There i there is a lot of coalition building.,86.02662668951433
You be look adding air conditionings.,Now you are not looking at adding air conditioning.,You are looking at adding air conditioning.,78.65154104669101,0.81361747,You are looking at adding air conditioning.,You are looking at adding air conditioning.,100.0
And one kid who be be really having problems.,And this one little kid who is been really having a problem.,And one kid who is really having problems.,51.27903468822924,0.94578254,And one kid who is really having problems.,And one kid who is really having trouble.,86.12229997788799
And that fear starts to eat you.,And that fear starts to eat away at you.,And that fear starts to eat you.,79.19779304339372,0.9672675,And that fear starts to eat you.,And that fear starts to eat you.,100.0
We would like left if it become.,We would like the left if it becomes available.,We would like left if it became.,55.04245146857952,0.8331827,We would like left if it became.,We would like left if it became a.,95.40032136609723
Had deer its legs up and santa claus was bandage it.,Had the deer with its uh leg up and santa claus was bandaging it.,Had the deer its legs up and santa claus was bandaging it.,76.31399360620864,0.99172026,Had a deer its legs up and santa claus was bandaging it.,Had a deer with its legs up and santa claus was bandaging it.,86.7973582000778
And they said they looked you.,And they said they looked at you.,And they said they looked at you.,100.0,1.0,And they said they looked at you.,And they said they looked at you.,100.0
I think they lived the house.,I think they lived in the big house.,I think they lived in the house.,80.56090417974188,0.9255808,I think they lived in the house.,I think they lived in the house.,100.0
If you want you can take it eight weeks.,If you want to you can only take it for eight weeks.,If you want you can take it for eight weeks.,73.25114765659852,0.9380284,If you want you can take it for eight weeks.,If you want you can take it for eight weeks.,100.0
And it was get down in.,And uh it was getting down in.,And it was getting down in.,82.42061292790498,0.9916723,And it was getting down in.,And it was getting down in there.,85.32474872183506
Call kelly right and ask her.,Call up kelly right now and ask her.,Call kelly right and ask her.,64.36876767728104,0.967842,Call kelly right up and ask her.,Call kelly right up and ask her.,87.80775477101471
If there be one do look.,If there is like a like this one do not look.,If there is one do not look.,61.546242690235594,0.92796236,If there is one do not look.,If there is one do not look.,100.0
They would not let us give homework schools tutors.,They would not let us give homework to the high school tutors.,They would not let us give homework to school tutors.,82.64853304259732,0.96859396,They would not let us give homework to the school tutors.,They would not let us give homework to schools tutors.,88.46250964759815
And forty year he be lead people out of israel.,And the third forty years he was leading the people out of israel.,And forty years later he was leading people out of israel.,68.88085873477614,0.959829,And forty years later he was leading people out of israel.,And forty years later he was leading people out of israel.,100.0
Get it no i be joking i wish i be yesterday.,Get it no i am just joking i wish i was at metropolis yesterday.,Get it no i am not joking i wish i was there yesterday.,62.14394334692324,0.8943533,Get it no i am not joking i wish i was here yesterday.,Get it no i am not joking i wish i was here yesterday.,95.32572998031083
Hundred and thirty i do know.,Hundred and thirty i do not know.,Hundred and thirty i do not know.,100.0,1.0000001,Hundred and thirty i do not know.,One hundred and thirty i do not know.,91.27838381540053
And it plugs into your receiver.,And then it plugs into your receiver.,And it plugs into your receiver.,80.92103220971143,0.98406684,And it plugs into your receiver.,And it plugs into your receiver.,100.0
I would go with new thermostat.,I would definitely go with a new thermostat.,I would go with a new thermostat.,67.32869419222581,0.97510576,I would go with a new thermostat.,I would go with a new thermostat.,100.0
You can blame guy in senses that.,So you cannot really blame the guy in the sense that.,You can blame the guy in senses that.,47.20010427680977,0.8766314,You can blame the guy in sense that.,You can blame the guy in senses like that.,83.61647079350996
That they be tired go home and uh.,So that they are too tired to go home and uh.,That they are tired to go home and uh.,78.51949245455302,0.8832848,That they are tired of going home and uh.,That they are tired going home and uh.,78.8915738401909
Mom she kinds of know all stuff.,Maybe mom she kind of knew about all this stuff.,Mom she kind of knows all the stuff.,49.45962178915151,0.9096138,Mom she kind of knows all the stuff.,Mom she kind of knows all this stuff.,89.08530275151773
And it might well have start chain reactions.,And it might very well still have started that chain reaction.,And it might well have started a chain reaction.,65.07280071971284,0.9521906,And it might well have started a chain reaction.,And it might well have started a chain reaction.,100.0
A all square there are kind of beatup buildings.,A all around this big square there are these kind of beatup little buildings.,A all square there are kind of beatup buildings.,54.387807373764076,0.94779193,A all square there are kind of beatup buildings.,A all square there are kind of beatup buildings.,100.0
Because last weeks gym be close they are working ceiling.,Because last week the gym was closed they are working on the ceiling.,Because last week the gym was so close they are working on the ceiling.,88.45909673868998,0.90492743,Because last week the gym was so close they are working on the ceiling.,Because last week the gym was so close they are working on the ceiling.,100.0
And they give you they will mail you reimbursements.,And they give you the they will mail you the reimbursement.,And they give you they will mail you a reimbursement.,82.1982295293058,0.98816466,And they give you they will mail you the reimbursement.,And they gave you they will mail you a reimbursement.,87.11162898206628
Tell me i can get check seal.,Tell me when i can get checked out on seals.,Tell me i can get a check on the seal.,41.810491483780005,0.9152327,Tell me i can get a check on the seal.,Tell me i can get a check seal.,89.81502355384944
I was sexually aroused by it.,I was always sexually aroused by it.,I was sexually aroused by it.,75.64379375614396,0.9369372,I was sexually aroused by it.,I was sexually aroused by it.,100.0
We got off exit and it be hollywood bowl exit.,So we got off at the exit and it was the hollywood bowl exit.,We got off the exit and it was the hollywood bowl exit.,84.84307569906203,0.9858183,We got off the exit and it was the hollywood bowl exit.,We got off the exit and it was the hollywood bowl exit.,100.0
Do give the answer because you are denying them learning.,Do not give away the answers because you are denying them of learning.,Do not give the answer because you are denying them learning.,75.4621467777482,0.906922,Do not give the answer because you are denying them learning.,Do not give the answer because you are denying them learning.,100.0
Yeah but that is he would give our name.,Yeah but that is all he would give his name for.,Yeah but that is why he would not give us our name.,52.512595667933304,0.8181217,Yeah but that is why he would not give us our name.,Yeah but that is why he would not give us a name.,92.70093400530442
The illusions life you know i.,The illusions of this life you know i.,The illusion of life you know i.,70.2700606405047,0.9657683,The illusion of life you know i.,The illusion of life you know i.,100.0
Pretty when we rechecked her she was ready take it.,Pretty much when we rechecked her she was ready to take it off.,Pretty when we rechecked her she was ready to take it.,80.85860668567514,0.9197255,Pretty when we rechecked her she was ready to take it.,Pretty when we rechecked her she was ready to take it off.,94.97635077020267
I do not think of mother do.,I do not think any of the mothers did.,I do not think of mother do.,48.618354951390856,0.8071393,I do not think of mother do.,I do not think of mother do.,100.0
You do see what you have read.,You do not see what you have read about.,You do not see what you have read.,82.93206549764118,0.9543629,You do not see what you have read.,You do not see what you have read.,100.0
So i be act french theatre then i.,So i was acting in the french theatre then i.,So i was acting in french theatre then i.,84.79565959704617,0.9951002,So i was acting in french theatre then i.,So i was acting in french theatre then i.,100.0
How let us see here kay one which be the.,How well let us see here um the kay one eleven which is the.,How let us see here kay one which is the.,55.73145932407486,0.86754936,How let us see here kay one which is the.,How let us see here kay one which is the other.,89.92893645625774
Are there particular trainers working the penguins hm.,Are there any particular trainers working with the penguins uh hm.,Are there any particular trainers working with the penguins hm.,93.14887168351905,0.99793065,Are there any particular trainers working with the penguins hm.,Are there any particular trainers working with the penguins hm.,100.0
I am go to put tape.,I am going to put these tapes over here so.,I am going to put tape on.,45.92444229015079,0.8690256,I am going to put on the tape.,I am going to put tape.,76.41728142720238
I just do you know see this is coming.,I just do not you know see where this is coming from.,I just do you know this is coming.,50.56824520290996,0.7452446,I just do you know that this is coming.,I just do you know this is coming.,92.03557041498699
And shifted names enterprises zone to empowerments zones.,And shifted the name from enterprise zones to empowerment zones.,And shifted the name of the enterprise zone to empowerment zones.,81.3262195457904,0.98254776,And shifted the name of the enterprise zone to empowerment zones.,And shifted the name of the enterprise zone to empowerments zones.,95.77809914532158
Be put it couches but then you have.,Be nice to put it behind the couch but then you have.,Be put it on the couch but then you have to.,61.937579701099345,0.86806124,Be put it on the couch but then you have.,Be put it on the couch but then you have.,97.19857555868404
Pretty uh do anything that i wanted do.,Pretty much uh able to do anything that i wanted to do.,Pretty uh do anything that i wanted to do.,69.30928028743268,0.9347546,Pretty uh do anything that i wanted to do.,Pretty uh do anything that i wanted to do.,100.0
And it was lot than if she would buy it.,And so it was a lot cheaper than if she would bought it.,And it was a lot more than if she would buy it.,53.70590655135856,0.8905954,And it was a lot more than if she would buy it.,And it was a lot more than if she would buy it.,100.0
And i keep backing back up.,And i kept backing up backing up.,And i keep backing back up.,48.7328120613429,0.9413908,And i keep backing back up.,And i keep backing up.,88.74988240230878
Well looking something i would get.,Well looking at something i would get.,Well looking at something i would get.,100.0,0.99999994,Well looking at something i would get.,Well looking at something i would get.,100.0
It be like sparkling grapes juice cocktail or something you know remember white,This stuff is good . it is like sparkling grape juice cocktail or something you know remember that white.,It is like sparkling grape juice cocktail or something you know remember white.,75.72084261615903,0.96377087,It is like sparkling grape juice cocktail or something you know remember white like that.,It is like sparkling grape juice cocktail or something you know remember white ice.,92.80536598061403
And again this be opportunity meet challenges.,And again this is an opportunity to meet the challenge.,And again this is an opportunity to meet challenges.,86.03269020798456,0.96236664,And again this is an opportunity to meet challenges.,And again this is an opportunity to meet challenges.,100.0
One houses have it look like an junkyards.,This one house had it looked like an abandoned junkyard.,One house has it look like a junkyard.,45.7804618265593,0.94523853,One house has it look like a junkyard.,One house has it look like an old junkyard.,87.34846700385926
He is got real long fingernail.,He is got these real long fingernails.,He is got a real long fingernail.,70.24536147560227,0.97097653,He is got a real long fingernail.,He is got a real long fingernail.,100.0
They have look for an editors.,They have to look for an editor.,They have to look for an editor.,100.0,1.0000004,They have to look for an editor.,They have to look for an editor.,100.0
Well we get sixhundred dollars month.,Well we get sixhundred dollars a month.,Well we get sixhundred dollars a month.,100.0,1.0000002,Well we get sixhundred dollars a month.,Well we get sixhundred dollars every month.,86.09170513416299
Yeah there is three lake there.,Yeah there is a three lakes up there.,Yeah there is three lakes there.,71.56781347953867,0.9684739,Yeah there is three lakes there.,Yeah there is three lakes in there.,88.96130810200127
You know workers themselves it be.,You know for the workers themselves it is like.,You know the workers themselves it is.,74.21927029801975,0.90804684,You know the workers themselves it is.,You know the workers themselves it is.,100.0
Let me move dish into the sink.,Let me cut some more off let me move these dishes into the sink.,Let me move the dish into the sink.,47.83688266029699,0.9118198,Let me move the dish into the sink.,Let me move the dish into the sink.,100.0
I think i be concerned about its getting and.,I think i was concerned about your getting there and back.,I think i am not concerned about its getting into the and.,51.62200439017719,0.72226506,I think i am not concerned about its getting into the twenties and.,I think i am not concerned about its getting into the tv and.,87.9912294632779
So you have to play diamond.,So you have to play a diamond.,So you have to play the diamond.,81.4683366501299,0.9801004,So you have to play with the diamond.,So you have to play with the diamond.,85.58293116891377
And they be and the base statue is crumbling.,And they are and the whole base of the statue is crumbling.,And they are and the base of the statue is crumbling.,87.12020183323189,0.98712945,And they are and the base of the statue is crumbling.,And they are and the base statue is crumbling.,95.17412540556273
And day i kept tfour kids after school.,And on the last day i kept tfour kids after school.,And day i kept tfour kids after school.,74.74468707895292,0.9546529,And day i kept tfour kids after school.,And the day i kept tfour kids after school.,90.41488246754865
Well let us think about what be happene ball.,Well let us think now about what is happening to this ball.,Well let us think about what is happening with the ball.,71.62232386008506,0.9861128,Well let us think about what is happening with the ball.,Well let us think about what is happening with the ball.,100.0
You do remember name people you bought her.,You do not remember the name of the people you bought her from.,You do not remember the name of the people you bought her.,91.51580209310237,0.9689909,You do not remember the name of the people you bought her.,You do not remember the name of the people you bought her.,100.0
And i got all these great youms photographs ums.,And i got all these great youm photographs of like um.,And i got all these great youms photographs um.,76.2127659418877,0.9896481,And i got all these great youms photographs um.,And i got all these great youms photographs ums.,97.03382708657506
But not everybody has agree implication.,But not everybody has agreed with that implication.,But not everyone has agreed on the implication.,61.32555889617115,0.9656087,But not everybody has agreed on the implication.,But not everyone has agreed with the implication.,79.505226574809
I do know what i be going end with.,I do not know what i am going to end up with here.,I do not know what i am going to end with.,76.47058011412443,0.92050666,I do not know what i am going to end with.,I do not know what i am going to end with.,100.0
You know and that get s shock.,You know and then that gets a little shock.,You know and that gets a shock.,61.6632795939704,0.9467578,You know and that gets a shock.,You know and that gets shocked.,84.63995914483164
So that you are curved way.,So that you are curved way up.,So that you are curved the way.,76.19219421439075,0.9269323,So that you are curved the way.,So that you are curved this way.,87.65634763819888
Mister collins may not like that.,Now mister collins may not like that.,Mister collins may not like that.,87.76832158902569,0.99261713,Mister collins may not like that.,Mister collins may not like that.,100.0
And try make their life work.,And try to make our life work together.,And try to make their life work.,61.612380488540616,0.88816893,And try to make their life work.,And try to make their life work.,100.0
Alright now i am go go shoot it here.,Alright now i am just go going to shoot it to here.,Alright now i am going to go shoot it here.,64.37778967970621,0.9331033,Alright now i am going to go shoot it up here.,Alright now i am going to go shoot it out here.,86.58013036323044
Henry even though those has happen.,Marries henry even though all this has happened.,Henry even though that has happened.,59.38228937227663,0.86050063,Henry even though that has happened.,Henry even though that has not happened.,88.89654497421513
And i think i think yoyou picked up.,And i think i think uh yoyou picked up some.,And i think i think yoyou picked up.,73.59837519972442,0.9515304,And i think i think yoyou picked up.,And i think i think yoyou picked up.,100.0
I know we have do one that.,I know we have never done one like that.,I know we have to do one like that.,64.29552565798254,0.7562915,I know we have to do one like that.,I know we have to do one like that.,100.0
It be nice see you fran.,It is nice to see you fran.,It is nice to see you fran.,100.0,0.99999994,It is nice to see you fran.,It was nice to see you fran.,88.15460433128504
But them can not carry very stones.,But some of them cannot carry very many stones.,But they can not carry very much stone.,51.52175059802868,0.95368636,But they can not carry very much stones.,But they can not carry very much stones.,96.37382112944535
Give the person who are make money breaks.,Give the people who are not making the money a break.,Give the person who is making money breaks.,41.717690984060546,0.8886933,Give the person who is making money breaks.,Give the person who is making money breaks.,100.0
Do you have a ums use for red peppers.,Do you have a particular um use for the red peppers.,Do you have a ums used for red peppers.,48.94626147799734,0.8996885,Do you have a ums used for red peppers.,Do you have a ums used for the red peppers.,88.89654497421513
About it and lots the kid mentioned ana.,About it and a lot of the kids mentioned ana.,About it and lots of the kid mentioned ana.,73.27752513329374,0.9879625,About it and lots of the kid mentioned ana.,About it and lots of the kid mentioned ana.,100.0
And i am going get full then.,And i am going to get full then hunh.,And i am going to get full then.,84.17751611731842,0.98345757,And i am going to get full then.,And i am going to get full again.,84.44284302695272
Uhs let us see here kays one ten.,The uh let us see here the kay one ten.,Uhs let us see here kays one ten.,57.74505590124501,0.9768717,Uhs let us see here kays one ten.,Uhs let us see here kays one for ten.,87.10559813061253
It be like six dollars month.,It is like six dollars a month.,It is like six dollars a month.,100.0,0.9999999,It is like six dollars a month.,It is like six dollars a month.,100.0
So penguin comes land and let us start again.,So the penguin comes up on land and let us start again.,So a penguin comes to land and let us start again.,75.42540352371381,0.9881231,So a penguin came to land and let us start again.,So the penguin comes to land and let us start again.,82.99693957896218
